Term1	Term2	String1	String2	Mean	StdDev	RawScores
vatican_museums	turkey	Vatican Museums	Turkey	7.2500	12.5574	[29, 0, 0, 0]
silvio_berlusconi	south_america	Silvio Berlusconi	South America	7.2000	10.5717	[5, 28, 0, 0, 3]
cao_cao	london	Cao Cao	London	7.0000	7.3824	[19, 7, 2, 0]
yangtze_river	university_of_notre_dame	Yangtze	University of Notre Dame	7.0000	11.0995	[0, 4, 0, 29, 2]
crimean_mountains	international_atomic_energy_agency	Crimean Mountains	International Atomic Energy Agency	7.0000	12.5220	[0, 2, 1, 32, 0]
frederick_i,_holy_roman_emperor	danielle_steel	Frederick I, Holy Roman Emperor	Danielle Steel	7.0000	12.5220	[0, 2, 0, 32, 1]
george_w._bush	london	George W. Bush	London	6.8333	7.6685	[0, 0, 20, 14, 6, 1]
vienna_philharmonic	ferrari	Vienna Philharmonic	Ferrari	6.8333	8.9520	[10, 6, 0, 0, 25, 0]
sierra_leone	university_of_glasgow	Sierra Leone	University of Glasgow	6.8000	8.9308	[1, 0, 10, 0, 23]
stone_cold_steve_austin	manchester_city_f.c.	Stone Cold Steve Austin	Manchester City F.C.	6.6667	9.9778	[0, 28, 4, 0, 0, 8]
qin_shi_huang	barbados	Qin Shi Huang	Barbados	6.5000	10.3722	[0, 3, 29, 0, 0, 7]
mississippi_river	moscow_kremlin	Mississippi River	Moscow Kremlin	6.5000	12.7769	[35, 0, 0, 0, 2, 2]
federal_highway_administration	mcdonald's	Federal Highway Administration	McDonald's	6.5000	10.4523	[8, 0, 29, 0, 0, 2]
pfizer	manchester_united_f.c.	Pfizer	Manchester United F.C.	6.3333	7.9303	[1, 2, 0, 0, 17, 18]
oscar_wilde	british_airways	Oscar Wilde	British Airways	6.3333	10.2252	[1, 4, 29, 0, 1, 3]
ludwig_van_beethoven	rosa_parks	Ludwig van Beethoven	Rosa Parks	6.2500	10.8253	[0, 25, 0, 0]
michael_jordan	world_boxing_organization	Michael Jordan	World Boxing Organization	6.2000	9.5791	[0, 25, 0, 5, 1]
royal_geographical_society	child_protective_services	Royal Geographical Society	Child Protective Services	6.0000	12.5300	[1, 34, 0, 0, 0, 1]
south_korea	mount_etna	South Korea	Mount Etna	6.0000	11.0091	[1, 0, 1, 0, 28]
vienna	lamborghini	Vienna	Lamborghini	5.8333	7.1511	[21, 5, 0, 0, 6, 3]
michael_jackson	ferrari	Michael Jackson	Ferrari	5.8333	10.9608	[0, 0, 5, 0, 30, 0]
mumbai	ibm	Mumbai	IBM	5.6000	8.8227	[23, 0, 4, 0, 1]
mahatma_gandhi	new_zealand	Mahatma Gandhi	New Zealand	5.6000	9.7283	[0, 2, 1, 25, 0]
ivan_the_terrible	technical_university_munich	Ivan the Terrible	Technical University Munich	5.5000	6.1847	[0, 7, 15, 0]
george_carlin	spanish_armed_forces	George Carlin	Spanish Armed Forces	5.5000	11.4127	[1, 0, 0, 1, 31, 0]
jimi_hendrix	miller_brewing_company	Jimi Hendrix	Miller Brewing Company	5.5000	5.5902	[1, 7, 0, 14]
magnus_v_of_norway	chelsea_f.c.	Magnus V of Norway	Chelsea F.C.	5.5000	6.3443	[0, 16, 5, 1]
african_national_congress	air_canada	African National Congress	Air Canada	5.5000	9.5263	[0, 22, 0, 0]
cher	mozambique	Cher	Mozambique	5.5000	10.5633	[0, 0, 29, 1, 0, 3]
james_patterson	canada	James Patterson	Canada	5.5000	9.5263	[22, 0, 0, 0]
winston_churchill	alanis_morissette	Winston Churchill	Alanis Morissette	5.3333	8.9753	[5, 0, 25, 0, 0, 2]
euphrates	mexico_city	Euphrates	Mexico City	5.3333	8.8443	[0, 0, 24, 0, 0, 8]
sherlock_holmes	united_states	Sherlock Holmes	United States	5.2500	9.0933	[0, 0, 0, 21]
rand_paul	catskill_mountains	Rand Paul	Catskill Mountains	5.2000	7.9850	[3, 2, 0, 21, 0]
himalayas	england	Himalayas	England	5.2000	7.7563	[0, 20, 0, 0, 6]
indian_air_force	new_york_city_ballet	Indian Air Force	New York City Ballet	5.1667	6.2294	[0, 4, 11, 0, 0, 16]
silvio_berlusconi	united_states_department_of_state	Silvio Berlusconi	United States Department of State	5.0000	9.0111	[1, 23, 0, 0, 1]
hammurabi_i	dilma_rousseff	Hammurabi i	Dilma Rousseff	5.0000	9.5079	[0, 1, 0, 24, 0]
poland	spanish_armed_forces	Poland	Spanish Armed Forces	5.0000	10.2956	[0, 1, 28, 0, 0, 1]
mexico_city	catskill_mountains	Mexico City	Catskill Mountains	5.0000	7.0238	[0, 0, 19, 2, 0, 9]
j._k._rowling	italy	J. K. Rowling	Italy	5.0000	7.6376	[0, 0, 10, 20, 0, 0]
trinity_college,_dublin	london_stock_exchange	Trinity College, Dublin	London Stock Exchange	5.0000	7.0356	[0, 17, 3, 0]
hirohito	burkina_faso	Hirohito	Burkina Faso	5.0000	7.7028	[8, 0, 0, 1, 21, 0]
catskill_mountains	united_states_marine_corps	Catskill Mountains	United States Marine Corps	5.0000	7.5166	[1, 1, 0, 18]
gustav_mahler	fc_seoul	Gustav Mahler	F.C. Seoul	4.8333	7.5369	[6, 0, 0, 0, 2, 21]
queen_latifah	tumblr	Queen Latifah	Tumblr	4.8333	9.9233	[27, 0, 0, 0, 1, 1]
world_boxing_organization	european_space_agency	World Boxing Organization	European Space Agency	4.8333	10.3669	[1, 28, 0, 0, 0, 0]
karl_marx	fc_dynamo_voronezh	Karl Marx	F.C. Dynamo Voronezh	4.8333	8.3150	[1, 5, 0, 0, 0, 23]
green_party	memorial_sloan_kettering_cancer_center	Green Party	Memorial Sloan Kettering Cancer Center	4.8333	8.2546	[4, 0, 0, 23, 0, 2]
shanghai_art_museum	catskill_mountains	Shanghai art museum	Catskill Mountains	4.8333	9.9401	[0, 0, 2, 0, 27, 0]
mount_vesuvius	shanghai	Mount vesuvius	Shanghai	4.7500	3.9607	[10, 0, 2, 7]
ronald_reagan	catskill_mountains	Ronald Reagan	Catskill Mountains	4.6667	6.4205	[0, 0, 16, 11, 1, 0]
ivan_the_terrible	george_carlin	Ivan the Terrible	George Carlin	4.6000	9.2000	[0, 23, 0, 0, 0]
mauretania	st._louis_cardinals	Mauretania	St. Louis Cardinals	4.5000	7.7942	[0, 18, 0, 0]
taylor_swift	lamborghini	Taylor Swift	Lamborghini	4.4000	4.8000	[2, 0, 12, 0, 8]
iran	river_thames	Iran	River Thames	4.3333	6.1283	[0, 0, 16, 9, 1, 0]
russia	american_ballet_theatre	Russia	American Ballet Theatre	4.2500	7.3612	[17, 0, 0, 0]
mozambique	moscow_state_university	Mozambique	Moscow State University	4.2500	6.2600	[0, 15, 2, 0]
mayo_clinic	mcdonald's	Mayo Clinic	McDonald's	4.2000	7.4404	[0, 2, 0, 19, 0]
seoul	the_louvre	Seoul	The Louvre	4.1818	5.5730	[16, 0, 12, 0, 0, 7, 0, 0, 0, 9, 2]
cairo	cirque_du_soleil	Cairo	Cirque du Soleil	4.1667	7.6685	[0, 0, 4, 0, 21, 0]
richard_feynman	university_of_tehran	Richard Feynman	University of Tehran	4.1667	5.0139	[1, 3, 7, 0, 14, 0]
australia	palace_of_versailles	Australia	Palace of Versailles	4.1667	5.6691	[1, 10, 14, 0, 0, 0]
gary_oldman	rumi	Gary Oldman	Rumi	4.0000	5.2440	[2, 1, 0, 13]
lithuania	royal_new_zealand_air_force	Lithuania	Royal New Zealand Air Force	4.0000	8.5049	[0, 0, 0, 23, 1, 0]
united_states	forbidden_city	United States	Forbidden City	4.0000	6.9282	[0, 16, 0, 0]
barack_obama	bric	Barack Obama	BRIC	4.0000	5.7879	[0, 14, 1, 1]
karl_marx	himeji_castle	Karl Marx	Himeji Castle	4.0000	6.9282	[0, 0, 0, 16]
martin_van_buren	stone_cold_steve_austin	Martin van Buren	Stone Cold Steve Austin	4.0000	4.7958	[0, 0, 13, 0, 7, 4]
the_louvre	leipzig_university	The Louvre	Leipzig University	4.0000	6.3640	[0, 15, 0, 1]
michael_jordan	kosovo	Michael Jordan	Kosovo	4.0000	4.6904	[2, 12, 2, 0]
jon_stewart	miller_brewing_company	Jon Stewart	Miller Brewing Company	3.8333	5.5802	[0, 7, 0, 1, 15, 0]
habitat_for_humanity	qualcomm	Habitat for Humanity	Qualcomm	3.8333	8.1326	[0, 0, 0, 22, 0, 1]
elvis_presley	delhi	Elvis Presley	Delhi	3.8000	5.7061	[0, 1, 3, 0, 15]
cnn	international_atomic_energy_agency	CNN	International Atomic Energy Agency	3.8000	6.1449	[1, 16, 0, 2, 0]
daniel_radcliffe	berlin	Daniel Radcliffe	Berlin	3.8000	6.6453	[0, 0, 2, 0, 17]
american_heart_association	google	American Heart Association	Google	3.7500	3.3448	[0, 6, 8, 1]
bram_stoker	paris	Bram Stoker	Paris	3.7500	6.4952	[0, 15, 0, 0]
stephen_colbert	united_states_environmental_protection_agency	Stephen Colbert	United States Environmental Protection Agency	3.6667	5.6765	[0, 0, 7, 0, 0, 15]
nigeria	miller_brewing_company	Nigeria	Miller Brewing Company	3.6000	5.8172	[0, 3, 0, 15, 0]
peru	mercedes-benz	Peru	Mercedes-Benz	3.5000	4.9749	[0, 2, 12, 0]
europe	mississippi_river	Europe	Mississippi River	3.5000	6.1033	[2, 0, 17, 0, 0, 2]
bill_gates	dow_chemical_company	Bill Gates	Dow Chemical Company	3.5000	4.5000	[0, 3, 0, 11]
facebook	university_of_toronto	Facebook	University of Toronto	3.5000	3.9896	[0, 0, 8, 2, 10, 1]
leonard_nimoy	himeji_castle	Leonard Nimoy	Himeji Castle	3.5000	3.7749	[0, 5, 9, 0]
greenland	mcdonald's	Greenland	McDonald's	3.4000	5.8172	[0, 1, 0, 15, 1]
indonesia_museum	sparta	Indonesia Museum	Sparta	3.4000	5.8515	[0, 2, 0, 15, 0]
ludwig_van_beethoven	bugatti	Ludwig van Beethoven	Bugatti	3.4000	4.7159	[0, 5, 0, 0, 12]
hezbollah	university_of_hamburg	Hezbollah	University of Hamburg	3.4000	4.7159	[0, 0, 5, 0, 12]
athens	national_security_agency	Athens	National Security Agency	3.3333	3.7268	[3, 2, 0, 0, 4, 11]
mount_kenya	university_of_oxford	Mount Kenya	University of Oxford	3.3333	5.8500	[0, 0, 4, 16, 0, 0]
colin_firth	warsaw	Colin Firth	Warsaw	3.3333	7.4536	[0, 20, 0, 0, 0, 0]
rumi	alfa_romeo	Rumi	Alfa Romeo	3.2500	5.6292	[0, 13, 0, 0]
phoenix_suns	conagra_foods	Phoenix Suns	ConAgra Foods	3.2500	5.0683	[1, 0, 0, 12]
zagreb	rocky_mountains	Zagreb	Rocky Mountains	3.2500	5.0683	[0, 12, 1, 0]
the_bahamas	bugatti	The Bahamas	Bugatti	3.0000	5.0200	[1, 0, 1, 0, 13]
elizabeth_ii	white_house_press_corps	Elizabeth II	White House Press Corps	3.0000	5.1962	[0, 0, 0, 12]
justin_bieber	sophocles	Justin Bieber	Sophocles	3.0000	6.7082	[0, 18, 0, 0, 0, 0]
tennessee_williams	indian_space_research_organisation	Tennessee Williams	Indian Space Research Organisation	3.0000	5.5136	[1, 0, 0, 0, 14]
cao_cao	george_clooney	Cao Cao	George Clooney	3.0000	3.0000	[0, 0, 7, 7, 3, 1]
mikhail_gorbachev	edinburgh	Mikhail Gorbachev	Edinburgh	3.0000	4.6368	[1, 0, 0, 11]
river_thames	carnegie_mellon_university	River Thames	Carnegie Mellon University	3.0000	3.6742	[0, 9, 3, 0]
napoleon	dominican_republic	Napoleon	Dominican Republic	2.8333	5.8996	[1, 16, 0, 0, 0, 0]
mahatma_gandhi	north_korea	Mahatma Gandhi	North Korea	2.8333	4.7755	[0, 0, 4, 0, 13, 0]
tiger_woods	yangtze_river	Tiger Woods	Yangtze	2.8000	3.7630	[3, 0, 1, 0, 10]
abraham_lincoln	world_economic_forum	Abraham Lincoln	World Economic Forum	2.7500	2.6810	[1, 3, 0, 7]
queen_victoria	antonio_banderas	Queen Victoria	Antonio Banderas	2.6667	4.2295	[0, 0, 12, 2, 1, 1]
frank_zappa	india	Frank Zappa	India	2.6667	5.1208	[0, 2, 0, 0, 14, 0]
bell_hooks	pfizer	bell hooks	Pfizer	2.6667	3.5434	[10, 0, 0, 0, 3, 3]
angela_merkel	edinburgh	Angela Merkel	Edinburgh	2.5000	4.3301	[0, 10, 0, 0]
catherine_the_great	paypal	Catherine the Great	PayPal	2.5000	5.1559	[0, 0, 14, 0, 0, 1]
alanis_morissette	china	Alanis Morissette	China	2.5000	4.3301	[0, 0, 0, 10]
henry_viii_of_england	royal_australian_air_force	Henry VIII of England	Royal Australian Air Force	2.4000	2.9394	[6, 6, 0, 0, 0]
mikhail_gorbachev	libertarian_party	Mikhail Gorbachev	Libertarian Party	2.4000	4.8000	[0, 0, 0, 0, 12]
shanghai	boeing	Shanghai	Boeing	2.3333	4.3843	[2, 12, 0, 0, 0, 0]
magnus_v_of_norway	ringo_starr	Magnus V of Norway	Ringo Starr	2.2500	2.2776	[1, 2, 0, 6]
kevin_durant	charlize_theron	Kevin Durant	Charlize Theron	2.2500	1.9203	[0, 1, 3, 5]
uzbekistan	shanghai_sharks	Uzbekistan	Shanghai Sharks	2.2000	4.4000	[0, 0, 0, 0, 11]
italian_army	virgin_media	Italian Army	Virgin Media	2.1667	4.4127	[1, 12, 0, 0, 0, 0]
united_states_marine_corps	alcoa	United States Marine Corps	Alcoa	2.1667	3.0777	[0, 7, 0, 0, 6, 0]
bill_clinton	mexico_city	Bill Clinton	Mexico City	2.1667	3.2361	[1, 3, 0, 0, 9, 0]
nefertiti	university_of_copenhagen	Nefertiti	University of Copenhagen	2.0000	2.9155	[1, 0, 0, 7]
karl_marx	south_america	Karl Marx	South America	2.0000	3.5214	[0, 9, 0, 1, 0]
hamburg	university_of_toronto	Hamburg	University of Toronto	2.0000	2.9155	[0, 0, 1, 7]
tokyo	colorado_river	Tokyo	Colorado River	2.0000	3.4641	[0, 8, 0, 0]
rome	mercedes-benz	Rome	Mercedes-Benz	2.0000	3.4641	[0, 0, 0, 8]
europe	electronic_frontier_foundation	Europe	Electronic Frontier Foundation	2.0000	3.4641	[0, 8, 0, 0]
yale_law_school	fc_seoul	Yale Law School	F.C. Seoul	2.0000	2.6077	[1, 0, 2, 0, 7]
edmonton_oilers	united_nations_human_rights_council	Edmonton Oilers	United Nations Human Rights Council	1.8333	2.3393	[0, 0, 6, 1, 0, 4]
cameroon	chicago_police_department	Cameroon	Chicago Police Department	1.8000	3.1241	[0, 0, 1, 0, 8]
noam_chomsky	alcoa	Noam Chomsky	Alcoa	1.7500	2.4875	[0, 0, 1, 6]
matterhorn	alcoholics_anonymous	Matterhorn	Alcoholics Anonymous	1.6667	3.7268	[10, 0, 0, 0, 0, 0]
archimedes	chicago_mercantile_exchange	Archimedes	Chicago Mercantile Exchange	1.6667	1.6997	[5, 0, 2, 0, 2, 1]
lagos	eton_college	Lagos	Eton College	1.6667	2.4944	[7, 0, 0, 0, 1, 2]
oliver_cromwell	tumblr	Oliver Cromwell	Tumblr	1.6667	2.9250	[8, 0, 0, 0, 0, 2]
aishwarya_rai	seattle_mariners	Aishwarya Rai	Seattle Mariners	1.5000	2.5658	[2, 7, 0, 0, 0, 0]
danielle_steel	lithuania	Danielle Steel	Lithuania	1.5000	2.5658	[0, 7, 0, 0, 0, 2]
queen_victoria	syria	Queen Victoria	Syria	1.5000	2.9297	[8, 0, 0, 0, 0, 1]
virgil	federal_highway_administration	Virgil	Federal Highway Administration	1.5000	2.9297	[0, 0, 1, 8, 0, 0]
daniel_radcliffe	newt_gingrich	Daniel Radcliffe	Newt Gingrich	1.5000	2.0616	[5, 1, 0, 0]
miles_davis	mississippi_river	Miles Davis	Mississippi River	1.4000	1.2000	[0, 3, 2, 0, 2]
karl_marx	manchester_united_f.c.	Karl Marx	Manchester United F.C.	1.4000	1.8547	[0, 1, 0, 5, 1]
john_kerry	george_harrison	John Kerry	George Harrison	1.4000	1.8547	[1, 0, 1, 0, 5]
sandra_day_o'connor	indian_institute_of_technology_delhi	Sandra Day O'Connor	Indian Institute of Technology Delhi	1.3333	2.5604	[0, 0, 0, 1, 7, 0]
tom_clancy	north_korea	Tom Clancy	North Korea	1.2000	1.6000	[0, 4, 0, 0, 2]
child_protective_services	german_navy	Child Protective Services	German Navy	1.1667	1.7717	[0, 0, 1, 5, 0, 1]
charles_babbage	samsung_electronics	Charles Babbage	Samsung Electronics	1.1667	1.8634	[5, 0, 0, 2, 0, 0]
karachi	edmonton_oilers	Karachi	Edmonton Oilers	1.0000	1.5275	[0, 2, 0, 0, 4, 0]
alcoholics_anonymous	ukrainian_premier_league	Alcoholics Anonymous	Ukrainian Premier League	0.8333	1.4625	[0, 0, 1, 4, 0, 0]
columbus,_ohio	wales	Columbus, Ohio	Wales	0.8333	1.4625	[1, 4, 0, 0, 0, 0]
cuba	yandang_mountains	Cuba	Yandang Mountains	0.8333	1.0672	[0, 3, 0, 1, 1, 0]
edmonton_oilers	dow_chemical_company	Edmonton Oilers	Dow Chemical Company	0.8000	0.7483	[2, 1, 0, 1, 0]
tom_clancy	afghanistan	Tom Clancy	Afghanistan	0.8000	0.9798	[0, 0, 2, 0, 2]
palace_of_versailles	ohio_state_university	Palace of Versailles	Ohio State University	0.8000	1.1662	[1, 0, 0, 0, 3]
sparta	pfizer	Sparta	Pfizer	0.8000	1.1662	[0, 1, 0, 0, 3]
los_angeles	pearl_river_(china)	Los Angeles	Pearl River (China)	0.8000	0.7483	[0, 1, 0, 1, 2]
ferdinand_vii_of_spain	tiger_woods	Ferdinand VII of Spain	Tiger Woods	0.7500	1.2990	[0, 0, 0, 3]
ernest_hemingway	oceania	Ernest Hemingway	Oceania	0.7500	0.8292	[0, 0, 2, 1]
ludwig_van_beethoven	italy	Ludwig van Beethoven	Italy	0.7500	1.2990	[3, 0, 0, 0]
sudan	american_ballet_theatre	Sudan	American Ballet Theatre	0.7500	0.8292	[0, 0, 1, 2]
the_church_of_jesus_christ_of_latter-day_saints	university_of_tehran	The Church of Jesus Christ of Latter-day Saints	University of Tehran	0.6667	1.1055	[0, 3, 0, 1, 0, 0]
lady_gaga	iraq	Lady Gaga	Iraq	0.6667	0.9428	[2, 0, 0, 0, 0, 2]
tom_brady	forbidden_city	Tom Brady	Forbidden City	0.6667	1.1055	[0, 0, 0, 0, 3, 1]
michelangelo	mississippi_river	Michelangelo	Mississippi River	0.6000	1.2000	[3, 0, 0, 0, 0]
akira_kurosawa	la_galaxy	Akira Kurosawa	LA Galaxy	0.6000	0.8000	[0, 1, 0, 2, 0]
achilles	university_of_north_carolina_at_greensboro	Achilles	University of North Carolina at Greensboro	0.6000	0.8000	[0, 1, 2, 0, 0]
moldova	indianapolis_colts	Moldova	Indianapolis Colts	0.5000	0.7638	[0, 0, 0, 1, 2, 0]
cao_cao	tom_brady	Cao Cao	Tom Brady	0.5000	0.7638	[1, 2, 0, 0, 0, 0]
florida_panthers	social_security_administration	Florida Panthers	Social Security Administration	0.4000	0.8000	[0, 0, 0, 2, 0]
miley_cyrus	italian_army	Miley Cyrus	Italian Army	0.4000	0.8000	[0, 0, 0, 2, 0]
paris_saint-germain_f.c.	church_of_scientology	Paris Saint-Germain F.C.	Church of Scientology	0.4000	0.4899	[1, 0, 0, 0, 1]
abraham_lincoln	asia	Abraham Lincoln	Asia	0.3333	0.4714	[1, 1, 0, 0, 0, 0]
serbia	florida_panthers	Serbia	Florida Panthers	0.3333	0.7454	[0, 2, 0, 0, 0, 0]
nikolai_rimsky-korsakov	social_security_administration	Nikolai Rimsky-Korsakov	Social Security Administration	0.3333	0.4714	[0, 0, 1, 0, 1, 0]
aishwarya_rai	vatican_city	Aishwarya Rai	Vatican City	0.2500	0.4330	[0, 1, 0, 0]
united_airways	african_national_congress	United Airways	African National Congress	0.2500	0.4330	[0, 1, 0, 0]
groucho_marx	fiji	Groucho Marx	Fiji	0.2500	0.4330	[0, 0, 1, 0]
mount_etna	national_labor_relations_board	Mount Etna	National Labor Relations Board	0.2500	0.4330	[0, 0, 0, 1]
blue_ridge_mountains	chelsea_f.c.	Blue Ridge Mountains	Chelsea F.C.	0.2500	0.4330	[0, 0, 0, 1]
tigris	united_states_department_of_agriculture	Tigris	United States Department of Agriculture	0.2500	0.4330	[0, 0, 0, 1]
ukraine	phoenix_suns	Ukraine	Phoenix Suns	0.2000	0.4000	[0, 1, 0, 0, 0]
mount_vesuvius	north_korea	Mount vesuvius	North Korea	0.2000	0.4000	[0, 0, 0, 1, 0]
george_clooney	shanghai_sharks	George Clooney	Shanghai Sharks	0.2000	0.4000	[0, 1, 0, 0, 0]
ramesses_ii	leicester_city_f.c.	Ramesses II	Leicester City F.C.	0.1667	0.3727	[1, 0, 0, 0, 0, 0]
yasser_arafat	edmonton_oilers	Yasser Arafat	Edmonton Oilers	0.0000	0.0000	[0, 0, 0, 0, 0]
thurgood_marshall	lionel_messi	Thurgood Marshall	Lionel Messi	0.0000	0.0000	[0, 0, 0, 0, 0, 0]
south_korea	university_of_cambridge	South Korea	University of Cambridge	0.0000	0.0000	[0, 0, 0, 0]
busta_rhymes	conagra_foods	Busta Rhymes	ConAgra Foods	0.0000	0.0000	[0, 0, 0, 0]
burkina_faso	americorps	Burkina Faso	AmeriCorps	0.0000	0.0000	[0, 0, 0, 0]
world_boxing_organization	royal_australian_air_force	World Boxing Organization	Royal Australian Air Force	0.0000	0.0000	[0, 0, 0, 0]
fred_astaire	nepal	Fred Astaire	Nepal	0.0000	0.0000	[0, 0, 0, 0]
spanish_armed_forces	pfizer	Spanish Armed Forces	Pfizer	0.0000	0.0000	[0, 0, 0, 0]
lionel_messi	albania	Lionel Messi	Albania	0.0000	0.0000	[0, 0, 0, 0]
